run_at_utc,week,agency_folder,agency_id,status,failure_stage,failure_reason,gold_row_count,extracted_row_count,row_count_match,title_match_rate,dollar_total_gold,dollar_total_extracted,dollar_pct_error,elapsed_seconds
20260521T1327Z,w1726,2026 04 23 - cityofwestland.com_cip_2027-2032_proposed,cityofwestland.com_cip_2027-2032_proposed,ok,,,200,65,no,0.31,129843952.0,-30386.22000000009,1.0002,105.3
20260521T1329Z,w1726,2026 04 23 - jeffersoncountywv.org_cip_2027-2032,jeffersoncountywv.org_cip_2027-2032,ok,,,52,159,no,0.788,129736922.0,49820901.54,0.616,193.2
20260521T1332Z,w1726,2026 04 23 - mercedid.org_cip_2027-2027,mercedid.org_cip_2027-2027,ok,,,68,75,no,0.0,80564000.0,80564000.0,0.0,187.0
20260521T1335Z,w1726,2026 04 23 - sac.usace.army.mil_cip_2026-2027,sac.usace.army.mil_cip_2026-2027,ok,,,31,32,yes,1.0,0.0,990700000.0,,95.1
20260521T1337Z,w1726,2026 04 23 - valleywater.org_cip_2027-2031,valleywater.org_cip_2027-2031,ok,,,76,74,yes,0.921,10397947000.0,9376949000.0,0.0982,354.8
20260521T1343Z,w1726,2026 04 23 - victorvilleca.gov_cip_2025-2026,victorvilleca.gov_cip_2025-2026,ok,,,149,778,no,0.0,45022575.0,48225395557867.7,1071137.1026,279.3
20260521T1348Z,w1726,2026 04 23 - wvc-ut.gov_cip_2026-2031,wvc-ut.gov_cip_2026-2031,ok,,,38,126,no,0.0,104143555.0,0.0,1.0,237.3
20260521T1352Z,w1726,2026 04 24 - cityofevanston.org_cip_2026-2030,cityofevanston.org_cip_2026-2030,ok,,,133,1289,no,0.489,90518361.0,1.1199955610863355e+26,1.2373131248878175e+18,278.1
20260521T1356Z,w1726,2026 04 24 - cityoforange.org_cip_2026-2030,cityoforange.org_cip_2026-2030,failed,timeout,Pipeline timed out after 900s,95,,,,,,,900.4
20260521T1411Z,w1726,2026 04 24 - fortworthtexas.gov_cip_2026-2030,fortworthtexas.gov_cip_2026-2030,failed,design," in __exit__
    self.gen.throw(value)
    ~~~~~~~~~~~~~~^^^^^^^
  File ""C:\Users\dave\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\httpx\_transports\default.py"", line 118, in map_httpcore_exceptions
    raise mapped_exc(message) from exc
httpx.ReadTimeout: The read operation timed out
",135,,,,,,,159.9
20260521T1414Z,w1726,2026 04 24 - kentwa.gov_cip_2025-2030,kentwa.gov_cip_2025-2030,ok,,,115,2871,no,0.635,183586000.0,3.0774073436142334e+58,1.6762756112199369e+50,288.4
20260521T1419Z,w1726,2026 04 24 - newrochelleny.com_cip_2026-2035,newrochelleny.com_cip_2026-2035,ok,,,153,759,no,0.059,24031146.0,3.3674373571420795e+19,1401280387185.7283,329.5
20260521T1424Z,w1726,2026 04 24 - nwo.usace.army.mil_cip_2024-2027,nwo.usace.army.mil_cip_2024-2027,ok,,,30,3,no,0.0,0.0,0.0,,84.9
20260521T1426Z,w1726,2026 04 25 - dupageairport.com_cip_2026-2026,dupageairport.com_cip_2026-2026,ok,,,59,17,no,0.034,13919257.0,2881736.0,0.793,117.9
20260521T1428Z,w1726,2026 04 26 - nwk.usace.army.mil_cip_2026-2029,nwk.usace.army.mil_cip_2026-2029,failed,timeout,Pipeline timed out after 900s,48,,,,,,,900.0
20260521T1443Z,w1826,2026 04 07 - broomecounty.us_cip_2026-2031,broomecounty.us_cip_2026-2031,ok,,,99,173,no,0.778,58312789.0,166022039.0,1.8471,156.3
20260521T1446Z,w1826,2026 04 07 - cupertino.gov_cip_2026-2030,cupertino.gov_cip_2026-2030,ok,,,34,443,no,0.118,0.0,58594166.0,,120.8
20260521T1448Z,w1826,2026 04 20 - imperialctc.org_tip_2026-2026,imperialctc.org_tip_2026-2026,ok,,,41,40,yes,0.024,439000.0,17519882.0,38.9086,153.8
20260521T1450Z,w1826,2026 04 20 - metrocouncil.org_cip_2026-2031,metrocouncil.org_cip_2026-2031,ok,,,87,1195,no,0.322,6095880000.0,0.0,1.0,134.4
